company_id,type,rule_id,text,confidence_pct
INDUSINDBK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,72.08
INDUSINDBK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70.9
INDUSINDBK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70.5
INFY,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
INFY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,91.79
INFY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
INFY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
INFY,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
IOC,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
IOC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
IOC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,84.09
IOC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.11
IOC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.1
IRCTC,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
IRCTC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,96.4
IRCTC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
IRCTC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,83.47
IRCTC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,83.21
IRCTC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
IRCTC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,79.33
IRCTC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,79.17
IRCTC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72.96
IRFC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
IRFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,84.7
IRFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,84.27
IRFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
IRFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76.18
IRFC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.11
IRFC,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
IRFC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,74.07
IRFC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,73.25
ITC,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
ITC,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
ITC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
ITC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,89.85
ITC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.02
ITC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
ITC,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
ITC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.13
JINDALSTEL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,81.6
JINDALSTEL,pro,PRO_FALLBACK,Company demonstrates at least one available positive financial signal based on the latest available financial data,61.0
JIOFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,87.84
JIOFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
JIOFIN,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
JIOFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
JIOFIN,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
JSWENERGY,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,81.41
JSWENERGY,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78.32
JSWENERGY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,91.86
JSWENERGY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,87.64
JSWENERGY,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.11
JSWENERGY,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.32
JSWSTEEL,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
JSWSTEEL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70.6
KOTAKBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,91.63
KOTAKBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,85.9
KOTAKBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,82.14
KOTAKBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
KOTAKBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78.86
KOTAKBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0
KOTAKBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.34
KOTAKBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.38
LICI,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
LICI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
LICI,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
LICI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
LICI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
LICI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
LICI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
LICI,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
LODHA,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,85.83
LODHA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73.71
LODHA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,70.83
LT,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
LT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
LTIM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
LTIM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
LTIM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.33
LTIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,84.9
LTIM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
LTIM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
LTIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,74.78
M&M,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
M&M,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.48
M&M,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,71.18
MARUTI,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
MARUTI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
MARUTI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
MARUTI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
MARUTI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73.5
MOTHERSON,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
MOTHERSON,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
MOTHERSON,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
NAUKRI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.35
NAUKRI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
NAUKRI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,73.04
NAUKRI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72.12
NESTLEIND,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
NESTLEIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
NESTLEIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
NESTLEIND,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
NESTLEIND,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
NESTLEIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72.3
NESTLEIND,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70.44
NHPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,91.13
NHPC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,82.33
NHPC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,81.6
NHPC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,94.91
NHPC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
NHPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
NHPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,77.87
NTPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,79.66
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,73.83
ONGC,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
ONGC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
ONGC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
ONGC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.97
PFC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
PFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,95.8
PFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.04
PFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,88.16
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,81.69
PFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76.84
PIDILITIND,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
PIDILITIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
PIDILITIND,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
PIDILITIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73.65
PNB,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,88.37
PNB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
PNB,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70.9
POWERGRID,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
POWERGRID,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
POWERGRID,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.68
POWERGRID,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
RECLTD,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
RECLTD,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,82.0
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
RECLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78.42
RECLTD,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.67
RELIANCE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.39
RELIANCE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,77.07
RELIANCE,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
SBILIFE,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
SBILIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
SBILIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
SBILIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,79.23
SBIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,83.84
SBIN,pro,PRO_FALLBACK,Company demonstrates at least one available positive financial signal based on the latest available financial data,61.0
SHREECEM,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
SHREECEM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
SHREECEM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
SHREECEM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72.96
SHRIRAMFIN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
SHRIRAMFIN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,94.3
SHRIRAMFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,82.0
SHRIRAMFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76.93
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,73.92
SHRIRAMFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73.56
SHRIRAMFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,73.49
SIEMENS,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
SIEMENS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
SIEMENS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.66
SIEMENS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0
SIEMENS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
SIEMENS,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.64
SUNPHARMA,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
SUNPHARMA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
SUNPHARMA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,85.76
SUNPHARMA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.46
SUNPHARMA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
SUNPHARMA,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
SUNPHARMA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,74.54
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,71.84
TATACONSUM,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
TATACONSUM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
TATACONSUM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
TATACONSUM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,77.64
TATACONSUM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,71.6
TATACONSUM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70.96
TATAMOTORS,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
TATAMOTORS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
TATAMOTORS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
TATAPOWER,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
TATAPOWER,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70.51
TATASTEEL,con,CON_04,Company reported a net loss in the most recent financial year,92.0
TATASTEEL,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,82.98
TATASTEEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,82.0
TATASTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
TCS,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
TCS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
TCS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
TCS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
TCS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,71.69
TECHM,con,CON_07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",100.0
TECHM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
TECHM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
TITAN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
TITAN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,79.26
TITAN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,99.22
TITAN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0
TITAN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,75.9
TITAN,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
TITAN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.51
TITAN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.27
TORNTPHARM,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
TORNTPHARM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,95.66
TORNTPHARM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85.39
TORNTPHARM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,80.59
TORNTPHARM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,76.39
TRENT,con,CON_FALLBACK,No major downside rule was triggered by the available financial data; continued monitoring is recommended,61.0
TRENT,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
TRENT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
TRENT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
TRENT,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,91.31
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0
TRENT,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
TVSMOTOR,con,CON_01,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,90.3
TVSMOTOR,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,82.0
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0
TVSMOTOR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,77.48
TVSMOTOR,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.14
